product_code,quantity_sold,sale_value,date
SKU04359,77,315.76,2024-02-02
SKU04360,50,294.19,2025-08-25
SKU04361,11,177.42,2025-02-01
SKU04362,95,241.74,2025-06-08
SKU04363,28,299.08,2024-01-24
SKU04364,70,236.76,2024-11-20
SKU04365,41,349.46,2024-02-03
SKU04366,16,217.41,2024-09-03
SKU04367,68,101.93,2024-01-19
SKU04368,99,107.75,2024-01-30
SKU04369,48,3.9,2024-02-18
SKU04370,56,151.18,2024-06-28
SKU04371,64,374.71,2025-01-04
SKU04372,59,397.29,2025-01-29
SKU04373,90,102.03,2025-08-12
SKU04374,62,479.56,2025-05-10
SKU04375,76,251.7,2025-03-06
SKU04376,11,458.57,2024-07-25
SKU04377,89,353.68,2024-02-04
SKU04378,18,361.49,2025-08-05
SKU04379,19,43.44,2025-02-16
SKU04380,87,110.78,2024-12-29
SKU04381,55,5.4,2024-11-05
SKU04382,82,358.35,2024-10-05
SKU04383,26,172.87,2024-05-31
SKU04384,6,393.54,2024-08-14
SKU04385,4,170.13,2024-08-30
SKU04386,29,409.85,2024-01-10
SKU04387,59,66.22,2025-01-26
SKU04388,98,87.51,2024-02-17
SKU04389,17,171.1,2025-09-15
SKU04390,43,204.84,2024-07-22
SKU04391,80,175.0,2024-06-05
SKU04392,66,382.06,2024-01-26
SKU04393,34,49.38,2025-02-24
SKU04394,8,176.26,2025-11-08
SKU04395,13,418.78,2024-09-20
SKU04396,8,34.33,2025-06-12
SKU04397,94,471.23,2025-08-10
SKU04398,96,493.17,2025-04-14
SKU04399,100,45.2,2024-09-10
SKU04400,94,146.34,2025-06-29
SKU04401,65,186.83,2024-05-26
SKU04402,43,388.42,2024-11-21
SKU04403,39,298.37,2024-12-03
SKU04404,81,322.54,2024-04-27
SKU04405,59,379.0,2024-06-13
SKU04406,84,59.87,2025-07-03
SKU04407,88,416.77,2025-10-10
SKU04408,86,353.1,2024-07-16
SKU04409,93,289.09,2025-01-08
SKU04410,86,444.98,2025-07-31
SKU04411,44,350.45,2025-08-14
SKU04412,9,101.65,2025-07-17
SKU04413,37,215.44,2024-05-08
SKU04414,74,247.53,2025-02-17
SKU04415,36,28.55,2025-01-14
SKU04416,92,477.36,2024-01-01
SKU04417,28,65.16,2024-06-15
SKU04418,42,349.03,2024-01-16
SKU04419,43,253.61,2025-10-18
SKU04420,85,13.79,2024-04-21
SKU04421,88,462.45,2025-01-02
SKU04422,42,426.07,2024-04-11
SKU04423,66,262.6,2025-08-16
SKU04424,55,115.24,2025-02-09
SKU04425,72,61.69,2025-05-21
SKU04426,48,182.33,2025-09-02
SKU04427,91,128.46,2025-11-01
SKU04428,22,253.84,2024-02-09
SKU04429,27,483.24,2025-10-28
SKU04430,93,287.9,2025-07-01
SKU04431,67,445.08,2025-01-15
SKU04432,13,325.79,2025-05-30
SKU04433,45,238.15,2025-05-11
SKU04434,10,427.45,2024-10-07
SKU04435,100,236.21,2024-12-16
SKU04436,9,434.45,2024-11-29
SKU04437,54,146.5,2025-06-07
SKU04438,27,65.28,2024-10-09
SKU04439,34,427.8,2024-11-14
SKU04440,1,294.12,2025-02-17
SKU04441,32,444.66,2025-08-16
SKU04442,89,468.98,2024-01-14
SKU04443,93,27.76,2024-02-25
SKU04444,71,250.98,2025-02-06
SKU04445,67,188.11,2024-12-07
SKU04446,84,313.3,2024-07-17
SKU04447,20,397.0,2025-11-08
SKU04448,94,141.01,2024-10-18
SKU04449,35,278.84,2025-10-19
SKU04450,99,354.66,2025-03-16
SKU04451,91,68.08,2024-03-18
SKU04452,90,407.22,2024-04-21
SKU04453,78,303.45,2025-06-18
SKU04454,17,474.82,2025-01-09
SKU04455,18,170.42,2024-04-25
SKU04456,45,54.96,2024-05-21
SKU04457,93,253.74,2024-07-15
SKU04458,84,43.82,2025-06-23
SKU04459,53,484.79,2024-10-25
SKU04460,91,20.3,2024-03-16
SKU04461,82,377.0,2025-06-13
SKU04462,68,263.03,2024-04-09
SKU04463,65,184.94,2025-04-23
SKU04464,1,33.86,2025-04-12
SKU04465,58,311.46,2025-09-27
SKU04466,26,293.02,2024-10-18
SKU04467,20,141.16,2024-05-04
SKU04468,87,455.2,2025-06-02
SKU04469,10,152.75,2024-01-23
SKU04470,59,225.41,2024-06-10
SKU04471,75,272.34,2025-09-20
SKU04472,41,51.02,2025-05-20
SKU04473,5,466.15,2024-01-21
SKU04474,65,187.89,2025-04-08
SKU04475,17,41.31,2025-04-27
SKU04476,22,194.26,2025-05-16
SKU04477,98,300.5,2024-11-04
SKU04478,41,257.31,2025-08-18
SKU04479,93,347.58,2025-07-06
SKU04480,68,28.69,2024-07-21
SKU04481,69,142.99,2025-02-19
SKU04482,11,409.8,2025-10-01
SKU04483,56,40.87,2024-05-21
SKU04484,51,427.89,2025-09-06
SKU04485,21,46.86,2024-04-16
SKU04486,99,417.39,2025-06-12
SKU04487,76,181.03,2025-06-20
SKU04488,26,306.49,2025-07-29
SKU04489,19,77.29,2025-11-18
SKU04490,60,34.02,2024-10-17
SKU04491,71,108.75,2024-11-06
SKU04492,47,64.8,2025-10-29
SKU04493,71,156.89,2025-01-19
SKU04494,26,257.68,2024-02-22
SKU04495,40,294.79,2025-08-07
SKU04496,5,395.14,2024-07-01
SKU04497,21,328.46,2025-01-03
SKU04498,78,304.77,2024-01-13
SKU04499,4,206.48,2025-07-12
SKU04500,23,237.43,2024-06-08
SKU04501,84,207.85,2024-10-10
SKU04502,15,421.24,2025-07-18
SKU04503,93,115.77,2024-10-13
SKU04504,8,3.85,2024-01-08
SKU04505,41,326.01,2024-03-12
SKU04506,19,102.03,2024-04-07
SKU04507,46,445.17,2024-03-27
SKU04508,28,429.66,2024-04-10
SKU04509,91,39.29,2024-10-07
SKU04510,68,54.09,2024-10-15
SKU04511,15,248.09,2024-07-14
SKU04512,99,305.0,2025-01-25
SKU04513,37,138.18,2025-08-31
SKU04514,1,358.68,2025-03-25
SKU04515,67,297.86,2025-01-02
SKU04516,24,163.09,2025-03-05
SKU04517,27,13.66,2024-04-05
SKU04518,40,375.32,2024-09-17
SKU04519,63,108.16,2025-05-26
SKU04520,61,417.4,2024-04-30
SKU04521,36,210.72,2024-12-31
SKU04522,98,288.96,2024-11-27
SKU04523,93,436.6,2024-02-21
SKU04524,24,431.95,2025-01-30
SKU04525,24,186.39,2024-11-13
SKU04526,4,105.24,2025-11-05
SKU04527,67,387.8,2024-10-03
SKU04528,34,217.11,2025-08-19
SKU04529,57,96.83,2024-07-12
SKU04530,49,452.31,2024-01-21
SKU04531,87,99.85,2025-02-02
SKU04532,53,13.88,2024-07-20
SKU04533,23,11.12,2025-04-10
SKU04534,69,311.54,2024-05-30
SKU04535,95,331.18,2024-06-07
SKU04536,53,156.21,2024-11-05
SKU04537,62,160.69,2025-05-18
SKU04538,41,170.41,2024-01-26
SKU04539,57,340.4,2024-03-06
SKU04540,60,30.01,2024-09-19
SKU04541,54,464.63,2025-04-16
SKU04542,70,112.04,2024-06-15
SKU04543,57,499.84,2024-06-02
SKU04544,10,86.59,2024-12-08
SKU04545,40,386.0,2025-02-16
SKU04546,7,112.48,2025-10-26
SKU04547,38,41.34,2024-07-02
SKU04548,85,437.59,2025-11-01
SKU04549,61,429.52,2024-07-12
SKU04550,84,202.38,2024-01-02
SKU04551,3,351.5,2024-08-02
SKU04552,51,278.98,2025-11-17
SKU04553,86,426.63,2025-08-09
SKU04554,47,158.21,2025-09-30
SKU04555,68,262.31,2025-04-27
SKU04556,92,243.2,2025-07-14
SKU04557,76,177.6,2024-02-01
SKU04558,38,445.84,2025-10-31
SKU04559,36,83.77,2024-01-15
SKU04560,41,75.6,2024-11-13
SKU04561,69,288.88,2024-08-30
SKU04562,13,329.09,2024-01-17
SKU04563,87,98.12,2025-06-17
SKU04564,58,195.97,2024-03-21
SKU04565,50,473.34,2025-10-17
SKU04566,30,124.06,2025-03-11
SKU04567,62,334.51,2024-01-08
SKU04568,25,370.33,2025-11-09
SKU04569,27,224.62,2024-10-13
SKU04570,51,468.83,2024-07-04
SKU04571,78,368.59,2025-06-07
SKU04572,57,229.5,2025-02-25
SKU04573,47,285.1,2025-04-10
SKU04574,100,346.61,2024-03-23
SKU04575,39,296.5,2025-07-20
SKU04576,16,439.47,2025-10-04
SKU04577,22,179.09,2025-09-28
SKU04578,85,150.64,2025-04-27
SKU04579,54,107.71,2024-11-20
SKU04580,21,19.85,2025-02-22
SKU04581,72,22.46,2024-02-20
SKU04582,16,435.16,2024-01-27
SKU04583,59,339.52,2025-11-07
SKU04584,31,330.61,2025-06-28
SKU04585,42,307.71,2024-03-02
SKU04586,74,424.76,2025-10-18
SKU04587,32,240.65,2024-06-19
SKU04588,59,435.34,2024-10-12
SKU04589,34,180.36,2024-04-26
SKU04590,9,463.43,2024-01-04
SKU04591,81,349.63,2024-03-06
SKU04592,11,129.33,2024-02-29
SKU04593,96,282.48,2025-05-16
SKU04594,10,266.98,2024-08-16
SKU04595,86,69.81,2024-04-09
SKU04596,17,296.03,2024-04-28
SKU04597,68,158.08,2024-03-09
SKU04598,48,27.12,2025-10-25
SKU04599,52,474.38,2024-08-08
SKU04600,25,321.1,2024-08-10
SKU04601,21,438.58,2025-11-07
SKU04602,65,338.35,2025-05-18
SKU04603,63,179.13,2024-07-29
SKU04604,89,256.83,2025-07-28
SKU04605,51,338.2,2024-09-18
SKU04606,36,480.17,2025-06-01
SKU04607,81,127.58,2024-09-04
SKU04608,88,437.61,2024-09-13
SKU04609,66,462.11,2024-03-03
SKU04610,15,335.54,2025-01-26
SKU04611,96,465.7,2025-06-23
SKU04612,39,199.54,2025-02-20
SKU04613,70,476.56,2024-02-22
SKU04614,1,351.69,2024-02-07
SKU04615,23,21.96,2024-11-03
SKU04616,39,453.53,2025-10-12
SKU04617,57,242.75,2024-02-22
SKU04618,81,230.7,2025-08-28
SKU04619,34,283.67,2025-08-28
SKU04620,41,75.54,2025-03-27
SKU04621,93,235.11,2025-04-05
SKU04622,73,415.73,2025-04-30
SKU04623,13,8.73,2024-05-16
SKU04624,70,137.19,2025-01-06
SKU04625,6,2.22,2024-09-12
SKU04626,84,208.44,2025-01-29
SKU04627,52,364.43,2024-02-06
SKU04628,3,399.59,2025-10-15
SKU04629,81,472.65,2024-05-26
SKU04630,63,304.64,2024-01-08
SKU04631,49,128.06,2024-09-07
SKU04632,76,462.15,2025-10-08
SKU04633,47,387.88,2025-07-24
SKU04634,55,287.64,2025-09-26
SKU04635,64,348.12,2025-03-22
SKU04636,65,462.23,2024-09-19
SKU04637,81,356.48,2025-09-23
SKU04638,67,184.82,2025-03-14
SKU04639,90,356.8,2024-09-15
SKU04640,15,21.1,2024-11-18
SKU04641,100,193.82,2025-06-13
SKU04642,32,203.76,2024-10-27
SKU04643,96,84.25,2025-04-29
SKU04644,68,12.52,2024-04-01
SKU04645,18,67.56,2024-06-12
SKU04646,83,327.66,2025-10-17
SKU04647,43,401.34,2024-11-30
SKU04648,35,494.11,2024-11-10
SKU04649,78,173.84,2024-08-25
SKU04650,58,300.09,2025-11-16
SKU04651,33,468.64,2024-03-23
SKU04652,14,84.35,2025-10-30
SKU04653,34,359.11,2024-04-18
SKU04654,61,377.73,2024-06-26
SKU04655,4,45.4,2024-09-06
SKU04656,88,430.76,2025-07-20
SKU04657,59,406.74,2025-10-28
SKU04658,29,17.67,2024-03-31
SKU04659,83,46.45,2024-12-04
SKU04660,6,25.51,2025-09-29
SKU04661,97,168.04,2024-06-17
SKU04662,49,255.14,2024-05-18
SKU04663,40,266.64,2025-05-31
SKU04664,83,134.57,2025-07-31
SKU04665,65,455.89,2025-09-14
SKU04666,69,184.76,2024-07-02
SKU04667,27,23.73,2024-06-18
SKU04668,80,150.81,2024-12-27
SKU04669,6,266.02,2024-08-31
SKU04670,13,204.7,2024-05-17
SKU04671,64,137.65,2024-01-28
SKU04672,62,66.53,2025-06-02
SKU04673,99,409.76,2025-02-01
SKU04674,19,498.08,2024-11-28
SKU04675,76,165.44,2024-11-12
SKU04676,80,191.43,2025-07-16
SKU04677,43,309.4,2025-03-01
SKU04678,74,359.5,2024-05-15
SKU04679,89,196.62,2025-10-02
SKU04680,20,452.56,2024-09-23
SKU04681,95,280.44,2024-04-16
SKU04682,68,225.74,2025-07-13
SKU04683,44,323.69,2024-05-17
SKU04684,23,476.45,2025-09-06
SKU04685,2,397.48,2024-02-16
SKU04686,22,20.97,2025-10-26
SKU04687,57,166.82,2025-01-02
SKU04688,72,235.8,2024-01-06
SKU04689,7,157.94,2025-06-06
SKU04690,78,350.39,2025-06-12
SKU04691,56,413.31,2025-10-16
SKU04692,67,365.94,2024-09-28
SKU04693,16,494.68,2024-03-06
SKU04694,83,137.0,2025-02-23
SKU04695,51,437.62,2024-12-04
SKU04696,82,383.54,2025-05-12
SKU04697,80,181.73,2025-04-13
SKU04698,72,367.33,2024-11-26
SKU04699,97,52.93,2025-09-30
SKU04700,12,394.88,2024-05-10
SKU04701,53,266.63,2025-06-13
SKU04702,75,146.85,2025-08-23
SKU04703,5,328.23,2025-03-13
SKU04704,27,321.17,2024-08-30
SKU04705,12,105.53,2025-04-07
SKU04706,17,16.17,2024-12-15
SKU04707,6,217.38,2024-01-17
SKU04708,97,285.19,2025-04-10
SKU04709,5,438.43,2024-12-28
SKU04710,57,464.18,2024-07-28
SKU04711,28,264.87,2025-09-02
SKU04712,78,377.15,2025-06-08
SKU04713,69,220.21,2025-02-23
SKU04714,59,373.29,2024-05-12
SKU04715,33,103.2,2024-01-14
SKU04716,62,186.16,2024-02-13
SKU04717,50,317.48,2025-01-11
SKU04718,19,10.06,2024-10-21
SKU04719,86,361.51,2025-01-30
SKU04720,69,417.93,2024-04-13
SKU04721,66,200.17,2025-03-20
SKU04722,94,224.52,2024-03-02
SKU04723,47,425.79,2025-07-18
SKU04724,39,388.05,2025-02-15
SKU04725,68,144.79,2025-09-21
SKU04726,33,162.66,2024-11-16
SKU04727,13,339.76,2024-05-10
SKU04728,84,282.04,2024-07-17
SKU04729,54,81.95,2024-02-05
SKU04730,7,155.66,2024-08-03
SKU04731,79,450.09,2025-08-08
SKU04732,87,344.4,2024-11-01
SKU04733,14,493.0,2025-07-20
SKU04734,87,383.74,2024-01-12
SKU04735,19,471.05,2024-03-23
SKU04736,54,108.88,2024-02-01
SKU04737,93,385.97,2025-02-11
SKU04738,20,11.09,2024-03-26
SKU04739,29,335.71,2025-02-14
SKU04740,24,235.17,2025-07-16
SKU04741,82,174.03,2024-09-12
SKU04742,63,431.34,2024-08-28
SKU04743,74,427.28,2025-03-27
SKU04744,57,12.13,2024-01-01
SKU04745,8,305.14,2025-08-23
SKU04746,90,184.55,2024-10-08
SKU04747,62,208.41,2025-10-12
SKU04748,29,416.19,2025-08-21
SKU04749,74,155.61,2025-05-28
SKU04750,17,471.58,2025-11-10
SKU04751,66,90.64,2024-04-28
SKU04752,6,331.7,2025-05-19
SKU04753,58,336.38,2024-03-20
SKU04754,69,126.85,2025-09-14
SKU04755,28,163.05,2025-11-07
SKU04756,62,417.56,2024-08-06
SKU04757,41,381.14,2025-05-31
SKU04758,69,165.22,2025-04-10
SKU04759,82,267.44,2025-06-01
SKU04760,90,31.78,2025-05-16
SKU04761,84,105.16,2024-02-27
SKU04762,41,243.42,2024-12-02
SKU04763,49,43.9,2025-05-24
SKU04764,91,421.82,2025-09-05
SKU04765,49,359.29,2025-03-01
SKU04766,76,471.87,2025-07-13
SKU04767,71,347.04,2025-01-04
SKU04768,3,470.26,2025-02-14
SKU04769,10,277.7,2025-11-05
SKU04770,98,300.51,2025-03-07
SKU04771,89,488.51,2024-07-14
SKU04772,35,321.42,2025-01-11
SKU04773,80,16.36,2024-12-30
SKU04774,2,362.18,2025-10-05
SKU04775,24,452.83,2025-02-08
SKU04776,74,397.99,2025-05-06
SKU04777,38,292.33,2024-03-06
SKU04778,22,335.98,2025-01-25
SKU04779,26,495.11,2024-03-23
SKU04780,43,46.24,2025-04-25
SKU04781,55,333.96,2024-08-16
SKU04782,39,142.42,2024-08-12
SKU04783,91,320.41,2024-04-22
SKU04784,29,304.2,2025-10-13
SKU04785,20,77.57,2024-07-03
SKU04786,91,104.17,2025-05-26
SKU04787,41,311.19,2024-06-21
SKU04788,54,64.99,2025-06-06
SKU04789,20,133.33,2025-11-01
SKU04790,19,417.79,2024-07-23
SKU04791,84,164.22,2025-06-21
SKU04792,99,244.54,2024-11-14
SKU04793,66,470.63,2024-06-07
SKU04794,30,114.35,2024-10-04
SKU04795,53,195.42,2024-05-27
SKU04796,34,303.62,2024-03-23
SKU04797,22,377.91,2025-02-22
SKU04798,67,450.93,2025-06-21
SKU04799,6,457.82,2025-08-05
SKU04800,79,388.54,2025-07-02
SKU04801,27,114.94,2025-01-26
SKU04802,10,13.38,2024-05-12
SKU04803,73,192.5,2025-09-29
SKU04804,97,71.63,2025-09-18
SKU04805,96,355.48,2025-08-26
SKU04806,48,330.9,2024-08-29
SKU04807,70,22.94,2025-03-26
SKU04808,59,418.46,2024-07-18
SKU04809,100,125.12,2024-04-26
SKU04810,59,216.68,2024-08-06
SKU04811,2,334.3,2024-10-31
SKU04812,29,215.28,2024-08-30
SKU04813,68,221.2,2024-10-18
SKU04814,65,33.75,2024-10-27
SKU04815,83,201.32,2025-11-14
SKU04816,26,382.66,2025-01-22
SKU04817,89,457.67,2025-08-10
SKU04818,10,207.34,2024-07-27
SKU04819,53,212.37,2024-11-09
SKU04820,79,351.61,2025-09-08
SKU04821,59,471.44,2024-01-26
SKU04822,22,134.26,2024-03-19
SKU04823,51,220.63,2024-05-07
SKU04824,48,398.19,2025-02-16
SKU04825,21,305.24,2024-05-16
SKU04826,22,56.18,2024-11-29
SKU04827,100,314.24,2025-07-01
SKU04828,98,94.19,2025-01-22
SKU04829,30,255.6,2025-07-24
SKU04830,25,265.02,2024-08-17
SKU04831,28,438.23,2025-02-24
SKU04832,65,231.78,2024-05-03
SKU04833,45,140.44,2024-03-28
SKU04834,68,116.25,2024-05-20
SKU04835,7,437.25,2024-02-20
SKU04836,49,86.33,2025-07-20
SKU04837,9,213.51,2025-02-08
SKU04838,36,94.4,2024-12-02
SKU04839,83,386.88,2025-10-23
SKU04840,1,237.71,2025-10-26
SKU04841,10,176.22,2024-12-31
SKU04842,36,181.19,2024-09-14
SKU04843,73,426.25,2025-01-22
SKU04844,46,277.33,2024-02-14
SKU04845,32,359.22,2024-09-25
SKU04846,32,448.62,2024-11-06
SKU04847,6,450.97,2025-11-02
SKU04848,48,164.93,2024-10-04
SKU04849,38,476.27,2025-04-19
SKU04850,17,13.41,2025-07-20
SKU04851,74,189.04,2024-05-24
SKU04852,27,448.0,2024-08-22
SKU04853,54,138.04,2024-05-15
SKU04854,50,137.27,2025-03-20
SKU04855,35,152.01,2024-12-18
SKU04856,85,306.54,2025-01-28
SKU04857,25,219.73,2024-10-01
SKU04858,28,363.64,2025-01-18
SKU04859,15,447.56,2024-11-18
SKU04860,4,337.43,2024-07-01
SKU04861,93,103.03,2025-07-26
SKU04862,73,466.41,2025-03-15
SKU04863,27,132.98,2024-03-03
SKU04864,26,75.8,2025-10-12
SKU04865,19,45.89,2025-10-07
SKU04866,92,282.13,2024-02-03
SKU04867,17,57.77,2025-04-21
SKU04868,43,70.25,2024-03-27
SKU04869,41,150.72,2024-07-28
SKU04870,42,141.54,2025-04-06
SKU04871,50,302.52,2024-03-21
SKU04872,84,408.56,2024-11-17
SKU04873,40,380.91,2025-02-18
SKU04874,39,131.98,2024-07-08
SKU04875,23,123.41,2024-08-20
SKU04876,96,482.93,2025-01-26
SKU04877,52,5.11,2024-06-17
SKU04878,47,439.98,2025-03-18
SKU04879,63,100.66,2024-06-16
SKU04880,97,473.69,2024-08-18
SKU04881,69,171.81,2024-05-29
SKU04882,43,220.74,2025-10-25
SKU04883,48,353.85,2025-07-03
SKU04884,34,294.25,2025-01-20
SKU04885,40,159.65,2025-01-15
SKU04886,75,277.36,2024-10-01
SKU04887,61,365.62,2025-09-08
SKU04888,50,22.13,2024-03-02
SKU04889,67,6.59,2025-04-11
SKU04890,62,229.58,2025-06-11
SKU04891,58,66.79,2024-05-29
SKU04892,33,332.51,2024-05-21
SKU04893,75,107.81,2024-04-25
SKU04894,16,216.99,2024-03-05
SKU04895,82,99.64,2025-03-04
SKU04896,94,274.69,2024-11-05
SKU04897,48,58.91,2025-03-05
SKU04898,10,12.53,2024-06-09
SKU04899,82,26.51,2024-11-01
SKU04900,38,477.17,2024-12-26
SKU04901,19,72.0,2024-10-04
SKU04902,36,354.53,2024-10-22
SKU04903,59,34.9,2025-07-04
SKU04904,63,54.97,2024-06-17
SKU04905,77,254.93,2025-04-03
SKU04906,46,232.97,2025-08-02
SKU04907,3,475.84,2024-01-07
SKU04908,74,472.47,2025-08-19
SKU04909,65,390.02,2024-05-11
SKU04910,91,301.45,2025-08-10
SKU04911,8,228.03,2024-12-12
SKU04912,51,178.73,2025-08-18
SKU04913,81,473.6,2024-09-09
SKU04914,73,301.85,2025-02-13
SKU04915,6,289.96,2025-06-26
SKU04916,89,116.72,2024-12-20
SKU04917,39,24.3,2025-07-17
SKU04918,60,472.65,2025-01-02
SKU04919,28,157.55,2025-08-06
SKU04920,97,221.85,2025-05-25
SKU04921,54,58.21,2025-06-16
SKU04922,37,418.63,2025-06-11
SKU04923,9,14.79,2025-06-11
SKU04924,82,417.16,2025-02-05
SKU04925,56,71.0,2024-06-23
SKU04926,59,443.4,2024-03-18
SKU04927,85,365.16,2025-03-15
SKU04928,2,83.17,2025-07-02
SKU04929,61,283.34,2024-08-19
SKU04930,58,157.02,2025-02-03
SKU04931,60,89.94,2024-07-31
SKU04932,40,429.73,2024-07-11
SKU04933,36,202.36,2025-07-25
SKU04934,37,199.87,2024-09-23
SKU04935,79,85.77,2024-05-05
SKU04936,92,192.15,2025-01-16
SKU04937,18,435.94,2025-06-27
SKU04938,98,182.2,2025-05-16
SKU04939,63,475.85,2025-02-06
SKU04940,22,473.21,2024-09-17
SKU04941,11,73.3,2025-01-21
SKU04942,58,89.48,2025-02-15
SKU04943,57,431.47,2024-12-11
SKU04944,77,196.99,2024-04-03
SKU04945,4,3.18,2024-11-23
SKU04946,86,137.66,2024-04-09
SKU04947,7,299.22,2025-04-05
SKU04948,61,399.83,2024-11-10
SKU04949,54,67.56,2024-01-25
SKU04950,88,56.16,2025-05-08
SKU04951,68,461.12,2024-12-18
SKU04952,92,375.82,2024-04-26
SKU04953,79,295.3,2024-07-17
SKU04954,1,384.82,2024-10-05
SKU04955,55,215.0,2025-08-04
SKU04956,3,379.47,2024-03-19
SKU04957,78,186.53,2025-02-27
SKU04958,38,122.8,2024-12-19
SKU04959,1,364.78,2025-06-09
SKU04960,38,210.42,2025-06-24
SKU04961,85,490.71,2025-10-17
SKU04962,29,175.39,2025-04-21
SKU04963,5,460.94,2024-01-10
SKU04964,74,466.55,2025-07-12
SKU04965,92,121.68,2025-05-17
SKU04966,21,399.31,2024-09-16
SKU04967,71,217.1,2025-06-07
SKU04968,67,458.84,2025-08-18
SKU04969,47,225.61,2024-01-06
SKU04970,84,372.41,2024-02-04
SKU04971,83,234.02,2024-06-23
SKU04972,35,114.67,2025-03-17
SKU04973,68,100.48,2025-07-30
SKU04974,69,213.29,2024-05-26
SKU04975,1,377.99,2025-07-22
SKU04976,68,302.93,2024-07-11
SKU04977,12,344.63,2024-01-13
SKU04978,60,141.88,2025-06-13
SKU04979,27,241.24,2024-09-02
SKU04980,56,23.15,2025-11-05
SKU04981,23,408.95,2024-04-23
SKU04982,25,494.96,2024-08-20
SKU04983,21,204.03,2025-11-08
SKU04984,61,6.47,2024-11-17
SKU04985,63,85.73,2025-06-21
SKU04986,52,326.61,2024-05-05
SKU04987,88,306.43,2024-11-08
SKU04988,25,394.14,2025-05-25
SKU04989,55,127.69,2025-04-28
SKU04990,46,382.05,2024-10-07
SKU04991,32,344.3,2024-10-09
SKU04992,55,162.08,2025-10-12
SKU04993,96,273.2,2025-09-04
SKU04994,5,74.49,2025-01-26
SKU04995,36,226.83,2025-06-06
SKU04996,49,440.72,2025-01-16
SKU04997,58,211.17,2024-08-03
SKU04998,39,419.94,2025-06-25
SKU04999,80,295.54,2025-08-28
SKU05000,97,96.75,2024-04-25
SKU05001,85,290.97,2025-05-23
SKU05002,61,253.49,2025-05-14
SKU05003,9,199.92,2024-09-27
SKU05004,6,60.7,2025-03-15
SKU05005,35,208.94,2024-10-17
SKU05006,39,37.31,2024-02-08
SKU05007,22,50.29,2024-01-24
SKU05008,41,208.54,2024-02-12
SKU05009,5,153.39,2024-06-18
SKU05010,42,462.85,2024-12-05
SKU05011,87,188.48,2024-06-17
SKU05012,81,379.17,2025-06-21
SKU05013,76,265.59,2025-04-16
SKU05014,87,352.34,2025-10-23
SKU05015,80,130.8,2025-10-06
SKU05016,67,471.01,2024-05-22
SKU05017,30,265.51,2025-11-06
SKU05018,57,415.83,2024-04-10
SKU05019,86,183.16,2025-07-28
SKU05020,73,51.01,2025-08-27
SKU05021,29,337.18,2025-04-19
SKU05022,37,4.87,2024-11-06
SKU05023,87,238.17,2025-08-06
SKU05024,13,97.21,2024-02-29
SKU05025,32,314.06,2024-01-29
SKU05026,46,489.73,2025-06-14
SKU05027,23,232.74,2024-03-13
SKU05028,45,408.93,2025-01-28
SKU05029,17,254.38,2025-01-28
SKU05030,85,248.42,2025-04-25
SKU05031,66,465.28,2025-04-17
SKU05032,6,445.09,2024-11-08
SKU05033,18,393.11,2025-03-13
SKU05034,94,148.83,2024-11-19
SKU05035,22,272.96,2024-03-27
SKU05036,33,112.72,2024-12-24
SKU05037,30,222.51,2024-07-15
SKU05038,81,242.62,2025-01-19
SKU05039,32,415.99,2024-04-27
SKU05040,42,448.12,2025-05-12
SKU05041,78,207.9,2025-04-06
SKU05042,10,9.83,2025-05-10
SKU05043,36,431.03,2025-08-16
SKU05044,34,87.97,2024-09-03
SKU05045,73,311.32,2024-08-21
SKU05046,28,13.46,2025-02-20
SKU05047,11,200.35,2025-04-11
SKU05048,78,492.99,2025-04-26
SKU05049,39,51.25,2024-12-30
SKU05050,47,212.42,2024-06-01
SKU05051,19,154.27,2024-09-28
SKU05052,15,452.64,2025-01-26
SKU05053,28,434.8,2025-06-30
SKU05054,24,119.61,2025-03-05
SKU05055,72,41.51,2025-10-12
SKU05056,9,313.94,2024-07-07
SKU05057,47,168.85,2024-09-08
SKU05058,33,336.37,2025-01-29
SKU05059,62,17.03,2025-10-23
SKU05060,97,67.57,2024-08-06
SKU05061,19,343.5,2025-08-16
SKU05062,67,106.97,2024-07-08
SKU05063,74,428.94,2024-08-21
SKU05064,40,30.24,2025-11-18
SKU05065,47,108.53,2024-08-19
SKU05066,65,499.28,2024-12-23
SKU05067,29,217.1,2025-04-22
SKU05068,50,351.78,2025-07-28
SKU05069,98,92.15,2025-03-04
SKU05070,13,305.32,2024-08-24
SKU05071,1,363.33,2024-02-02
SKU05072,34,157.92,2024-07-31
SKU05073,93,414.62,2025-07-25
SKU05074,48,302.11,2025-01-13
SKU05075,77,195.17,2024-01-02
SKU05076,48,279.26,2025-03-25
SKU05077,49,288.8,2025-07-22
SKU05078,64,83.6,2025-03-02
SKU05079,61,201.96,2025-10-11
SKU05080,29,172.37,2024-10-05
SKU05081,39,201.05,2024-08-01
SKU05082,88,380.79,2024-10-11
SKU05083,26,241.79,2025-06-26
SKU05084,17,470.22,2024-09-30
SKU05085,71,147.54,2024-01-11
SKU05086,13,208.44,2024-02-16
SKU05087,69,393.69,2025-05-29
SKU05088,26,273.47,2025-10-03
SKU05089,49,273.97,2025-03-13
SKU05090,67,27.62,2025-08-06
SKU05091,7,199.9,2025-11-01
SKU05092,58,136.1,2025-03-02
SKU05093,49,499.67,2025-03-07
